AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Jochen_Stutz; PI Email=jochen@atmos.ucla.edu
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
CalTech,11:01:2022,12:00:00,11,-999.,0.013579,0.014632,-999.,-999.,0.018566,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.025655,-999.,-999.,0.029736,-999.,-999.,0.037806,0.036562,0.363309,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.007757,1.360314,1.015741,1.014515,0.907531,-999.,0,130,130,0,0,130,0,0,0,0,0,0,0,0,130,0,0,130,0,0,130,130,130,0,0,0,0,0,0,0,130,130,130,130,130,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,14:01:2022,12:00:00,14,-999.,0.031902,0.035925,-999.,-999.,0.045303,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.067816,-999.,-999.,0.082398,-999.,-999.,0.097309,0.095721,0.718563,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.312471,1.393074,1.493355,1.238326,0.646700,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,16:01:2022,12:00:00,16,-999.,0.011657,0.012288,-999.,-999.,0.015134,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.021976,-999.,-999.,0.023531,-999.,-999.,0.030985,0.032116,1.522129,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.981278,1.227018,1.042567,1.043124,1.245065,-999.,0,59,59,0,0,59,0,0,0,0,0,0,0,0,59,0,0,59,0,0,59,59,59,0,0,0,0,0,0,0,59,59,59,59,59,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,18:01:2022,12:00:00,18,-999.,0.135208,0.173089,-999.,-999.,0.253006,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.367391,-999.,-999.,0.413519,-999.,-999.,0.459202,0.394274,1.838942,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.300003,0.830118,1.188061,1.372100,0.603123,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,4,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,19:01:2022,12:00:00,19,-999.,0.050854,0.067546,-999.,-999.,0.105725,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.163909,-999.,-999.,0.188333,-999.,-999.,0.217087,0.228365,1.244666,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.512380,1.033459,1.374363,1.599580,0.773109,-999.,0,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,45,45,45,0,0,0,0,0,0,0,45,45,45,45,45,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,20:01:2022,12:00:00,20,-999.,0.012518,0.014066,-999.,-999.,0.018633,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.027129,-999.,-999.,0.030559,-999.,-999.,0.039332,0.040069,0.769901,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.159467,1.347270,1.167140,1.197327,1.090767,-999.,0,111,111,0,0,111,0,0,0,0,0,0,0,0,111,0,0,111,0,0,111,111,111,0,0,0,0,0,0,0,111,111,111,111,111,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,21:01:2022,12:00:00,21,-999.,0.020089,0.023881,-999.,-999.,0.035059,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.055159,-999.,-999.,0.065600,-999.,-999.,0.081049,0.086048,0.882034,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.474594,1.391365,1.456985,1.500100,1.072478,-999.,0,85,85,0,0,85,0,0,0,0,0,0,0,0,85,0,0,85,0,0,85,85,85,0,0,0,0,0,0,0,85,85,85,85,85,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,22:01:2022,12:00:00,22,-999.,0.036796,0.038118,-999.,-999.,0.044230,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.050009,-999.,-999.,0.050078,-999.,-999.,0.057197,0.059142,0.686663,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.416075,0.499718,0.313046,0.493160,0.664408,-999.,0,63,63,0,0,63,0,0,0,0,0,0,0,0,63,0,0,63,0,0,63,63,63,0,0,0,0,0,0,0,63,63,63,63,63,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,23:01:2022,12:00:00,23,-999.,0.015610,0.017461,-999.,-999.,0.023883,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.032968,-999.,-999.,0.036083,-999.,-999.,0.046230,0.050033,0.754307,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.064199,1.222267,0.963354,1.141002,1.303490,-999.,0,111,111,0,0,111,0,0,0,0,0,0,0,0,111,0,0,111,0,0,111,111,111,0,0,0,0,0,0,0,111,111,111,111,111,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,24:01:2022,12:00:00,24,-999.,0.017807,0.020403,-999.,-999.,0.028224,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.042932,-999.,-999.,0.051234,-999.,-999.,0.064846,0.068862,0.756238,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.241803,1.374478,1.224346,1.268080,1.162669,-999.,0,106,106,0,0,106,0,0,0,0,0,0,0,0,106,0,0,106,0,0,106,106,106,0,0,0,0,0,0,0,106,106,106,106,106,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,25:01:2022,12:00:00,25,-999.,0.032514,0.039790,-999.,-999.,0.058021,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.091714,-999.,-999.,0.110285,-999.,-999.,0.132100,0.138163,0.752507,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.453287,1.345738,1.460534,1.463624,0.965523,-999.,0,97,97,0,0,97,0,0,0,0,0,0,0,0,97,0,0,97,0,0,97,97,97,0,0,0,0,0,0,0,97,97,97,97,97,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,26:01:2022,12:00:00,26,-999.,0.025926,0.029023,-999.,-999.,0.036856,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.049318,-999.,-999.,0.054773,-999.,-999.,0.064402,0.066100,0.435063,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.999962,1.004322,0.976955,1.028954,0.775057,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,27:01:2022,12:00:00,27,-999.,0.015958,0.017538,-999.,-999.,0.021925,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.030655,-999.,-999.,0.036010,-999.,-999.,0.045588,0.046456,0.371033,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.044091,1.426706,1.128476,1.006062,1.010100,-999.,0,134,134,0,0,134,0,0,0,0,0,0,0,0,134,0,0,134,0,0,134,133,134,0,0,0,0,0,0,0,134,134,134,134,134,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,30:01:2022,12:00:00,30,-999.,0.021068,0.025489,-999.,-999.,0.036240,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.054562,-999.,-999.,0.064221,-999.,-999.,0.078661,0.083381,0.429516,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.244806,1.278488,1.196354,1.282258,1.055091,-999.,0,141,141,0,0,141,0,0,0,0,0,0,0,0,141,0,0,141,0,0,141,141,141,0,0,0,0,0,0,0,141,141,141,141,141,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,01:02:2022,12:00:00,32,-999.,0.105743,0.129492,-999.,-999.,0.185534,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.281578,-999.,-999.,0.330600,-999.,-999.,0.390182,0.421266,1.187712,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.371700,1.179042,1.348212,1.396273,0.987802,-999.,0,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,37,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,02:02:2022,12:00:00,33,-999.,0.045194,0.049422,-999.,-999.,0.059658,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.081894,-999.,-999.,0.095645,-999.,-999.,0.113630,0.120691,0.496475,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.934607,1.154212,1.047724,0.884548,0.901043,-999.,0,110,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,110,0,0,110,110,110,0,0,0,0,0,0,0,110,110,110,110,110,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,03:02:2022,12:00:00,34,-999.,0.029521,0.031621,-999.,-999.,0.037545,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.048893,-999.,-999.,0.055396,-999.,-999.,0.065420,0.067078,0.662043,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.772503,0.964764,0.829339,0.753078,0.702069,-999.,0,115,115,0,0,115,0,0,0,0,0,0,0,0,115,0,0,115,0,0,115,115,115,0,0,0,0,0,0,0,115,115,115,115,115,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,04:02:2022,12:00:00,35,-999.,0.022245,0.024437,-999.,-999.,0.030514,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.043447,-999.,-999.,0.052085,-999.,-999.,0.064081,0.066149,0.506551,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.060964,1.336038,1.166511,1.009601,0.909797,-999.,0,134,134,0,0,134,0,0,0,0,0,0,0,0,134,0,0,134,0,0,134,134,134,0,0,0,0,0,0,0,134,134,134,134,134,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,05:02:2022,12:00:00,36,-999.,0.014035,0.015475,-999.,-999.,0.018395,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.024292,-999.,-999.,0.027511,-999.,-999.,0.033933,0.032696,0.350569,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.838456,1.196710,0.905593,0.818356,0.716494,-999.,0,133,133,0,0,133,0,0,0,0,0,0,0,0,133,0,0,133,0,0,133,133,133,0,0,0,0,0,0,0,133,133,133,133,133,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,06:02:2022,12:00:00,37,-999.,0.014577,0.016084,-999.,-999.,0.019909,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.027746,-999.,-999.,0.031529,-999.,-999.,0.040610,0.040893,0.427318,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.895542,1.284795,0.924412,0.916407,1.013565,-999.,0,140,140,0,0,140,0,0,0,0,0,0,0,0,140,0,0,140,0,0,140,140,140,0,0,0,0,0,0,0,140,140,140,140,140,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,07:02:2022,12:00:00,38,-999.,0.017061,0.018083,-999.,-999.,0.018630,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.024228,-999.,-999.,0.028182,-999.,-999.,0.035736,0.033395,0.570090,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.622956,1.406234,0.906828,0.501694,0.722849,-999.,0,146,146,0,0,146,0,0,0,0,0,0,0,0,146,0,0,146,0,0,146,146,146,0,0,0,0,0,0,0,146,146,146,146,146,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,08:02:2022,12:00:00,39,-999.,0.015343,0.016375,-999.,-999.,0.017096,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.020774,-999.,-999.,0.022935,-999.,-999.,0.028198,0.027450,0.559831,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.547757,1.177707,0.727659,0.474762,0.776781,-999.,0,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,42,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,09:02:2022,12:00:00,40,-999.,0.023300,0.026273,-999.,-999.,0.035117,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.049032,-999.,-999.,0.056307,-999.,-999.,0.070575,0.073356,0.355022,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.112205,1.308653,1.081595,1.133608,1.087086,-999.,0,129,129,0,0,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,129,129,129,0,0,0,0,0,0,0,129,129,129,129,129,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,10:02:2022,12:00:00,41,-999.,0.030905,0.032033,-999.,-999.,0.037700,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.046228,-999.,-999.,0.050249,-999.,-999.,0.060720,0.060519,0.605600,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.656854,0.975339,0.659965,0.662963,0.754254,-999.,0,128,128,0,0,128,0,0,0,0,0,0,0,0,128,0,0,128,0,0,128,128,128,0,0,0,0,0,0,0,128,128,128,128,128,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,11:02:2022,12:00:00,42,-999.,0.021687,0.023075,-999.,-999.,0.028742,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.040004,-999.,-999.,0.046795,-999.,-999.,0.060125,0.062543,0.811562,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.000790,1.440806,1.070930,0.975800,1.171421,-999.,0,144,144,0,0,144,0,0,0,0,0,0,0,0,144,0,0,144,0,0,144,144,144,0,0,0,0,0,0,0,144,144,144,144,144,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,12:02:2022,12:00:00,43,-999.,0.016473,0.017611,-999.,-999.,0.022310,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.028637,-999.,-999.,0.031592,-999.,-999.,0.041872,0.043691,0.436632,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.871867,1.402460,0.825635,0.896842,1.309176,-999.,0,144,144,0,0,144,0,0,0,0,0,0,0,0,144,0,0,144,0,0,144,144,144,0,0,0,0,0,0,0,144,144,144,144,144,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,13:02:2022,12:00:00,44,-999.,0.021683,0.023187,-999.,-999.,0.029386,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.037428,-999.,-999.,0.041020,-999.,-999.,0.053105,0.057414,0.426813,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.837207,1.275410,0.778791,0.868890,1.329189,-999.,0,129,129,0,0,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,129,129,129,0,0,0,0,0,0,0,129,129,129,129,129,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,14:02:2022,12:00:00,45,-999.,0.024611,0.027577,-999.,-999.,0.034899,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.050569,-999.,-999.,0.061070,-999.,-999.,0.078152,0.083006,0.520891,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.046886,1.507925,1.150110,0.996500,1.225148,-999.,0,61,61,0,0,61,0,0,0,0,0,0,0,0,61,0,0,61,0,0,61,61,61,0,0,0,0,0,0,0,61,61,61,61,61,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,15:02:2022,12:00:00,46,-999.,0.080721,0.086829,-999.,-999.,0.098100,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.119456,-999.,-999.,0.130236,-999.,-999.,0.146827,0.157165,1.101613,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.587039,0.735436,0.644906,0.567616,0.720475,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,16:02:2022,12:00:00,47,-999.,0.043045,0.046212,-999.,-999.,0.051924,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.067409,-999.,-999.,0.077409,-999.,-999.,0.091252,0.096448,0.893562,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.751914,1.075488,0.907602,0.681567,0.844270,-999.,0,148,148,0,0,148,0,0,0,0,0,0,0,0,148,0,0,148,0,0,148,148,148,0,0,0,0,0,0,0,148,148,148,148,148,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,17:02:2022,12:00:00,48,-999.,0.028043,0.030175,-999.,-999.,0.031709,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.039000,-999.,-999.,0.044229,-999.,-999.,0.052130,0.051489,0.459340,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.529292,0.987345,0.709899,0.444208,0.554642,-999.,0,131,131,0,0,131,0,0,0,0,0,0,0,0,130,0,0,130,0,0,131,130,131,0,0,0,0,0,0,0,131,130,130,131,130,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,18:02:2022,12:00:00,49,-999.,0.018753,0.022365,-999.,-999.,0.029064,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.044842,-999.,-999.,0.054504,-999.,-999.,0.070098,0.076034,0.456839,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.319491,1.621423,1.463379,1.267099,1.319583,-999.,0,145,145,0,0,144,0,0,0,0,0,0,0,0,144,0,0,145,0,0,145,145,145,0,0,0,0,0,0,0,145,145,144,144,145,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
CalTech,19:02:2022,12:00:00,50,-999.,0.012539,0.014314,-999.,-999.,0.017502,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.024460,-999.,-999.,0.027646,-999.,-999.,0.036726,0.037926,0.566967,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.975745,1.478154,1.067446,0.967169,1.262595,-999.,0,100,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,100,100,0,0,0,0,0,0,0,100,100,100,100,100,0,lev20,301,CalTech,34.136730,-118.126167,260.000000
