AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Pawan Gupta and Elena Lind; PI Email=Pawan.Gupta@nasa.gov and Elena.Lind@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
Beijing-CAMS,19:01:2022,12:00:00,19,0.236767,0.511573,0.645898,-999.,-999.,0.905839,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.256448,-999.,-999.,1.312361,-999.,-999.,1.356180,1.440009,0.465176,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.202227,0.802585,1.047265,1.243198,0.663037,-999.,18,18,18,0,0,18,0,0,0,0,0,0,0,0,14,0,0,13,0,0,11,8,18,0,0,0,0,0,0,0,18,13,14,18,11,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,25:01:2022,12:00:00,25,-999.,0.092609,0.115828,-999.,-999.,0.160849,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.220620,-999.,-999.,0.229454,-999.,-999.,0.254221,0.261844,0.332063,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.175874,0.948778,1.125274,1.214502,0.949302,-999.,0,96,96,0,0,96,0,0,0,0,0,0,0,0,96,0,0,95,0,0,95,94,96,0,0,0,0,0,0,0,96,95,96,96,95,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,27:01:2022,12:00:00,27,0.015780,0.032103,0.039911,-999.,-999.,0.057596,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.085554,-999.,-999.,0.098294,-999.,-999.,0.114582,0.130452,0.260198,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.327724,1.057307,1.262989,1.373246,1.086618,-999.,127,127,127,0,0,127,0,0,0,0,0,0,0,0,127,0,0,127,0,0,127,127,127,0,0,0,0,0,0,0,127,127,127,127,127,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,28:01:2022,12:00:00,28,0.018314,0.032940,0.039927,-999.,-999.,0.056035,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.081001,-999.,-999.,0.092118,-999.,-999.,0.106457,0.121155,0.235786,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.244494,0.994794,1.181992,1.288484,1.054698,-999.,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,29:01:2022,12:00:00,29,0.027561,0.054317,0.067897,-999.,-999.,0.099540,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.151196,-999.,-999.,0.177625,-999.,-999.,0.210441,0.235969,0.300094,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.398844,1.181801,1.348191,1.429594,1.124330,-999.,138,138,138,0,0,138,0,0,0,0,0,0,0,0,138,0,0,138,0,0,138,136,138,0,0,0,0,0,0,0,138,138,138,138,138,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,30:01:2022,12:00:00,30,0.193155,0.442791,0.563973,-999.,-999.,0.804561,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.130017,-999.,-999.,1.270887,-999.,-999.,1.421749,1.558699,0.432902,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.210945,0.845148,1.099615,1.269346,0.706640,-999.,77,77,77,0,0,77,0,0,0,0,0,0,0,0,77,0,0,77,0,0,72,65,77,0,0,0,0,0,0,0,77,77,77,77,72,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,31:01:2022,12:00:00,31,0.062172,0.103531,0.125266,-999.,-999.,0.175482,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.251799,-999.,-999.,0.285835,-999.,-999.,0.329004,0.366451,0.250392,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.201328,0.964103,1.139912,1.243407,0.961873,-999.,123,123,123,0,0,123,0,0,0,0,0,0,0,0,123,0,0,123,0,0,123,123,123,0,0,0,0,0,0,0,123,123,123,123,123,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,03:02:2023,12:00:00,34,0.077084,0.107149,0.122197,-999.,-999.,0.157170,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.227487,-999.,-999.,0.270718,-999.,-999.,0.324601,0.369391,0.426808,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.174649,1.295064,1.271845,1.129254,1.202868,-999.,68,68,68,0,0,68,0,0,0,0,0,0,0,0,68,0,0,68,0,0,68,68,68,0,0,0,0,0,0,0,68,68,68,68,68,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,04:02:2023,12:00:00,35,0.036274,0.055517,0.065601,-999.,-999.,0.088228,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.133380,-999.,-999.,0.160865,-999.,-999.,0.194870,0.222600,0.277346,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.232299,1.260935,1.308188,1.198806,1.134380,-999.,130,130,130,0,0,130,0,0,0,0,0,0,0,0,130,0,0,130,0,0,130,130,130,0,0,0,0,0,0,0,130,130,130,130,130,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,05:02:2023,12:00:00,36,0.116818,0.186429,0.225179,-999.,-999.,0.319623,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.503884,-999.,-999.,0.610376,-999.,-999.,0.728077,0.806630,0.471517,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.467340,1.412232,1.514429,1.453620,1.250657,-999.,39,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,35,29,39,0,0,0,0,0,0,0,39,39,39,39,35,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,06:02:2023,12:00:00,37,0.089219,0.181129,0.235805,-999.,-999.,0.364320,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.581605,-999.,-999.,0.689174,-999.,-999.,0.801591,0.861878,0.446889,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.578640,1.179517,1.505213,1.626517,0.953874,-999.,67,68,68,0,0,68,0,0,0,0,0,0,0,0,68,0,0,68,0,0,65,55,68,0,0,0,0,0,0,0,68,68,68,68,65,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,07:02:2023,12:00:00,38,0.105812,0.179406,0.221053,-999.,-999.,0.319435,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.493312,-999.,-999.,0.585167,-999.,-999.,0.687771,0.757716,0.546880,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.428922,1.211300,1.419290,1.443573,1.033092,-999.,129,129,129,0,0,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,127,116,129,0,0,0,0,0,0,0,129,129,129,129,127,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,08:02:2023,12:00:00,39,0.022196,0.036460,0.043692,-999.,-999.,0.059253,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.089152,-999.,-999.,0.105533,-999.,-999.,0.125776,0.143326,0.340659,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.307001,1.250087,1.357656,1.295177,1.182448,-999.,74,74,74,0,0,74,0,0,0,0,0,0,0,0,74,0,0,74,0,0,74,74,74,0,0,0,0,0,0,0,74,74,74,74,74,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,10:02:2023,12:00:00,41,0.174311,0.408576,0.529384,-999.,-999.,0.772757,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.098097,-999.,-999.,1.229325,-999.,-999.,1.347951,1.391935,0.502612,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.261360,0.741781,1.111858,1.330542,0.530186,-999.,77,78,78,0,0,78,0,0,0,0,0,0,0,0,74,0,0,69,0,0,60,51,78,0,0,0,0,0,0,0,78,69,74,78,60,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,13:02:2023,12:00:00,44,0.063445,0.083006,0.090012,-999.,-999.,0.102732,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.123512,-999.,-999.,0.133469,-999.,-999.,0.144829,0.155265,0.275258,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.592367,0.579750,0.623712,0.583133,0.577792,-999.,70,70,70,0,0,70,0,0,0,0,0,0,0,0,70,0,0,70,0,0,70,70,70,0,0,0,0,0,0,0,70,70,70,70,70,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,15:02:2023,12:00:00,46,0.105328,0.188642,0.233770,-999.,-999.,0.334045,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.506307,-999.,-999.,0.598337,-999.,-999.,0.693775,0.765898,0.611967,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.376295,1.226832,1.364226,1.388164,1.111182,-999.,85,85,85,0,0,85,0,0,0,0,0,0,0,0,85,0,0,85,0,0,80,76,85,0,0,0,0,0,0,0,85,85,85,85,80,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,16:02:2023,12:00:00,47,0.132693,0.249860,0.318012,-999.,-999.,0.478234,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.765840,-999.,-999.,0.910692,-999.,-999.,1.065830,1.176655,0.562125,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.564838,1.337352,1.542656,1.584562,1.157724,-999.,134,134,134,0,0,134,0,0,0,0,0,0,0,0,134,0,0,129,0,0,117,109,134,0,0,0,0,0,0,0,134,129,134,134,117,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,17:02:2023,12:00:00,48,0.451692,0.708767,0.857441,-999.,-999.,1.183677,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.683967,-999.,-999.,1.913165,-999.,-999.,-999.,-999.,0.654186,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.182206,1.001784,1.133655,1.216373,-999.,-999.,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,18:02:2023,12:00:00,49,0.085064,0.131735,0.154767,-999.,-999.,0.204688,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.288491,-999.,-999.,0.329295,-999.,-999.,0.380396,0.419307,0.580306,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.108756,1.000717,1.113715,1.118341,0.933350,-999.,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,19:02:2023,12:00:00,50,0.062557,0.076165,0.080988,-999.,-999.,0.089935,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.107943,-999.,-999.,0.118177,-999.,-999.,0.130723,0.141059,0.405385,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.541390,0.658110,0.615292,0.507546,0.630437,-999.,136,136,136,0,0,136,0,0,0,0,0,0,0,0,136,0,0,136,0,0,136,136,136,0,0,0,0,0,0,0,136,136,136,136,136,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,20:02:2023,12:00:00,51,0.042027,0.053693,0.058426,-999.,-999.,0.066501,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.084198,-999.,-999.,0.095163,-999.,-999.,0.106521,0.115024,0.317026,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.710219,0.833314,0.821198,0.656577,0.707210,-999.,126,126,126,0,0,126,0,0,0,0,0,0,0,0,126,0,0,126,0,0,126,126,126,0,0,0,0,0,0,0,126,126,126,126,126,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,21:02:2023,12:00:00,52,0.088402,0.133405,0.158264,-999.,-999.,0.217915,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.340649,-999.,-999.,0.417709,-999.,-999.,0.511580,0.559862,0.485022,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.437685,1.465486,1.522893,1.399475,1.308616,-999.,16,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,12,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,22:02:2023,12:00:00,53,0.112386,0.213638,0.273371,-999.,-999.,0.413665,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.666452,-999.,-999.,0.802057,-999.,-999.,0.944066,1.048570,0.693390,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.588643,1.335339,1.567676,1.608538,1.111623,-999.,125,125,125,0,0,125,0,0,0,0,0,0,0,0,125,0,0,124,0,0,117,113,125,0,0,0,0,0,0,0,125,124,125,125,117,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,23:02:2023,12:00:00,54,0.230459,0.345526,0.412139,-999.,-999.,0.570670,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.856052,-999.,-999.,1.006619,-999.,-999.,1.150562,1.278554,0.762720,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.329870,1.136522,1.340547,1.335674,0.905036,-999.,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,10,9,11,0,0,0,0,0,0,0,11,11,11,11,10,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
