AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Sagnik_Dey_and_Dilip_Ganguly; PI Email=sagnik@cas.iitd.ac.in_and_dilipganguly@cas.iitd.ac.in
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
IIT_Delhi,31:01:2022,12:00:00,31,0.225662,0.474497,0.608337,-999.,-999.,0.888990,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.271207,-999.,-999.,1.447770,-999.,-999.,1.624111,1.752589,1.204878,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.340631,0.910809,1.225348,1.392460,0.689080,-999.,63,63,63,0,0,63,0,0,0,0,0,0,0,0,56,0,0,53,0,0,43,41,63,0,0,0,0,0,0,0,63,53,56,63,43,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,01:02:2022,12:00:00,32,0.233410,0.465672,0.581602,-999.,-999.,0.812758,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.141692,-999.,-999.,1.291041,-999.,-999.,1.444162,1.520346,1.055879,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.182000,0.788642,1.073137,1.223739,0.586681,-999.,35,35,35,0,0,35,0,0,0,0,0,0,0,0,32,0,0,30,0,0,28,28,35,0,0,0,0,0,0,0,35,30,32,35,28,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,02:02:2022,12:00:00,33,0.145906,0.307500,0.385420,-999.,-999.,0.536868,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.736443,-999.,-999.,0.811649,-999.,-999.,0.877614,0.908384,0.976907,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.126259,0.661843,1.013247,1.193496,0.463816,-999.,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,06:02:2022,12:00:00,37,0.077809,0.152196,0.189168,-999.,-999.,0.268912,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.395364,-999.,-999.,0.456581,-999.,-999.,0.516253,0.555484,0.976838,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.297998,0.960006,1.244034,1.332272,0.762986,-999.,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,07:02:2022,12:00:00,38,0.273170,0.374755,0.414189,-999.,-999.,0.497069,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.627277,-999.,-999.,0.690195,-999.,-999.,0.755488,0.799097,1.496820,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.753506,0.696659,0.767662,0.751720,0.648001,-999.,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,10,7,11,0,0,0,0,0,0,0,11,11,11,11,10,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,08:02:2022,12:00:00,39,0.314894,0.435610,0.490636,-999.,-999.,0.613706,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.820291,-999.,-999.,0.923981,-999.,-999.,1.041748,1.129512,1.926663,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.935088,0.862281,0.957434,0.931509,0.779252,-999.,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,10:02:2022,12:00:00,41,0.187258,0.326129,0.395330,-999.,-999.,0.543450,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.768735,-999.,-999.,0.873654,-999.,-999.,0.984499,1.059734,1.062758,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.168921,0.891741,1.116796,1.202180,0.750956,-999.,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,13:02:2022,12:00:00,44,0.073670,0.127893,0.155269,-999.,-999.,0.217440,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.319467,-999.,-999.,0.369252,-999.,-999.,0.423010,0.462006,0.874445,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.278298,1.011744,1.244326,1.305078,0.870176,-999.,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,14:02:2022,12:00:00,45,0.076855,0.120786,0.141999,-999.,-999.,0.191223,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.274765,-999.,-999.,0.316370,-999.,-999.,0.363394,0.398999,0.963416,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.183449,1.008247,1.181225,1.195213,0.900298,-999.,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,15:02:2022,12:00:00,46,0.110714,0.170810,0.199866,-999.,-999.,0.268400,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.385431,-999.,-999.,0.445184,-999.,-999.,0.513036,0.565890,1.213071,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.182174,1.031414,1.185727,1.189226,0.942460,-999.,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,4,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,16:02:2022,12:00:00,47,0.118705,0.186075,0.219875,-999.,-999.,0.298033,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.436350,-999.,-999.,0.509888,-999.,-999.,0.588693,0.643555,1.140939,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.241166,1.079098,1.256637,1.241525,0.905160,-999.,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,17:02:2022,12:00:00,48,0.095326,0.180098,0.225097,-999.,-999.,0.322985,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.477062,-999.,-999.,0.548104,-999.,-999.,0.622805,0.669835,0.965314,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.313278,0.960617,1.246314,1.357657,0.781263,-999.,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,18:02:2022,12:00:00,49,0.108290,0.181370,0.219036,-999.,-999.,0.303501,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439618,-999.,-999.,0.505182,-999.,-999.,0.572685,0.617852,1.076802,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.233201,0.952587,1.197721,1.260269,0.783101,-999.,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,1170,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,21:02:2022,12:00:00,52,0.104094,0.141142,0.159644,-999.,-999.,0.195509,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.264442,-999.,-999.,0.301135,-999.,-999.,0.347491,0.369308,0.754551,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.936414,0.989657,1.006243,0.914606,0.801371,-999.,45,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,45,45,45,0,0,0,0,0,0,0,45,45,45,45,45,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,22:02:2022,12:00:00,53,0.167905,0.211613,0.234129,-999.,-999.,0.279996,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.367689,-999.,-999.,0.412194,-999.,-999.,0.469007,0.495266,1.559322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.835956,0.883443,0.902488,0.817535,0.756453,-999.,37,37,37,0,0,37,0,0,0,0,0,0,0,0,37,0,0,37,0,0,37,34,37,0,0,0,0,0,0,0,37,37,37,37,37,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,23:02:2022,12:00:00,54,0.281766,0.450575,0.538313,-999.,-999.,0.722603,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.999794,-999.,-999.,1.126263,-999.,-999.,1.257013,1.332931,1.482092,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.087321,0.806486,1.042722,1.118991,0.653693,-999.,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,18,0,0,16,11,22,0,0,0,0,0,0,0,22,18,22,22,16,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,24:02:2022,12:00:00,55,0.153696,0.242664,0.282073,-999.,-999.,0.364362,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.494629,-999.,-999.,0.551997,-999.,-999.,0.620807,0.700820,1.406359,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.980516,0.827476,0.972047,1.001071,0.717696,-999.,11,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,8,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,25:02:2022,12:00:00,56,0.287475,0.418484,0.485893,-999.,-999.,0.629206,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.852911,-999.,-999.,0.952821,-999.,-999.,1.060410,1.116424,1.828206,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.986784,0.790224,0.970727,1.009418,0.627016,-999.,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,26:02:2022,12:00:00,57,0.240695,0.344657,0.399158,-999.,-999.,0.513483,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.699646,-999.,-999.,0.783636,-999.,-999.,0.877397,0.923503,2.077703,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.997012,0.821884,0.994826,1.014930,0.646577,-999.,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,27:02:2022,12:00:00,58,0.103532,0.177149,0.217477,-999.,-999.,0.300789,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.434068,-999.,-999.,0.494822,-999.,-999.,0.560037,0.582272,1.352323,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.213548,0.931600,1.176585,1.248892,0.697181,-999.,89,89,89,0,0,89,0,0,0,0,0,0,0,0,89,0,0,89,0,0,89,85,89,0,0,0,0,0,0,0,89,89,89,89,89,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,28:02:2022,12:00:00,59,0.065333,0.101557,0.121609,-999.,-999.,0.162865,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.239764,-999.,-999.,0.280673,-999.,-999.,0.329983,0.353644,0.880109,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.238508,1.154195,1.275759,1.235287,0.905362,-999.,100,100,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,99,100,0,0,0,0,0,0,0,100,100,100,100,100,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,01:03:2022,12:00:00,60,0.151050,0.223198,0.261241,-999.,-999.,0.342948,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.488679,-999.,-999.,0.562380,-999.,-999.,0.640339,0.680351,1.574501,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.129867,1.030830,1.155347,1.132798,0.850980,-999.,80,80,80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,80,0,0,76,73,80,0,0,0,0,0,0,0,80,80,80,80,76,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,02:03:2022,12:00:00,61,0.102932,0.168241,0.204176,-999.,-999.,0.279566,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.411911,-999.,-999.,0.476956,-999.,-999.,0.552658,0.592694,1.340180,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.221482,1.066344,1.234972,1.233775,0.842506,-999.,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,49,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,03:03:2022,12:00:00,62,0.180472,0.258230,0.300806,-999.,-999.,0.393445,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.561703,-999.,-999.,0.646369,-999.,-999.,0.743108,0.795667,1.902174,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.129406,1.043650,1.163031,1.130237,0.876224,-999.,84,84,84,0,0,84,0,0,0,0,0,0,0,0,84,0,0,84,0,0,82,80,84,0,0,0,0,0,0,0,84,84,84,84,82,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,04:03:2022,12:00:00,63,0.176805,0.307195,0.378118,-999.,-999.,0.530000,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.778419,-999.,-999.,0.896800,-999.,-999.,1.033235,1.110434,1.780061,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.267347,1.011439,1.234778,1.298623,0.820968,-999.,63,63,63,0,0,63,0,0,0,0,0,0,0,0,63,0,0,63,0,0,62,58,63,0,0,0,0,0,0,0,63,63,63,63,62,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,05:03:2022,12:00:00,64,0.085886,0.141751,0.171887,-999.,-999.,0.232070,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.336760,-999.,-999.,0.388932,-999.,-999.,0.449615,0.474548,1.210014,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.203498,1.044345,1.210404,1.215895,0.828165,-999.,80,80,80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,80,0,0,80,76,80,0,0,0,0,0,0,0,80,80,80,80,80,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,06:03:2022,12:00:00,65,0.094010,0.146517,0.177439,-999.,-999.,0.233739,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.339225,-999.,-999.,0.392792,-999.,-999.,0.455471,0.476818,1.199763,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.175899,1.068385,1.217502,1.174776,0.766496,-999.,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,07:03:2022,12:00:00,66,0.197834,0.305177,0.362201,-999.,-999.,0.480245,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.689134,-999.,-999.,0.759781,-999.,-999.,0.843759,0.845895,1.589433,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.152456,1.056753,1.177656,1.155709,0.875372,-999.,42,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,38,0,0,35,31,42,0,0,0,0,0,0,0,42,38,42,42,35,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,08:03:2022,12:00:00,67,0.121508,0.188871,0.223548,-999.,-999.,0.293491,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.409078,-999.,-999.,0.463784,-999.,-999.,0.518200,0.520755,1.245081,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.040685,0.929547,1.056088,1.049106,0.729344,-999.,66,66,66,0,0,66,0,0,0,0,0,0,0,0,66,0,0,66,0,0,64,59,66,0,0,0,0,0,0,0,66,66,66,66,64,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,09:03:2022,12:00:00,68,0.143113,0.206647,0.243443,-999.,-999.,0.320194,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.458820,-999.,-999.,0.527352,-999.,-999.,0.609348,0.651263,1.572955,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.137730,1.027401,1.166581,1.142034,0.824153,-999.,77,77,77,0,0,77,0,0,0,0,0,0,0,0,77,0,0,77,0,0,77,76,77,0,0,0,0,0,0,0,77,77,77,77,77,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
IIT_Delhi,10:03:2022,12:00:00,69,0.197948,0.265928,0.296025,-999.,-999.,0.357498,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.466751,-999.,-999.,0.521593,-999.,-999.,0.589119,0.620081,1.704129,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.823754,0.832220,0.867244,0.813693,0.711295,-999.,72,72,72,0,0,72,0,0,0,0,0,0,0,0,72,0,0,72,0,0,72,66,72,0,0,0,0,0,0,0,72,72,72,72,72,0,lev20,1292,IIT_Delhi,28.545000,77.192600,15.000000
