time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun
1/18/2023 13:00,22,-2.7,19,0,NA,100,18.4,NA,1026,NA
1/18/2023 14:00,22.2,0.1,23,0,NA,101,18.5,NA,1014.5,NA
1/18/2023 15:00,23,-2.6,18,0,NA,120,11.2,NA,1024,NA
1/18/2023 16:00,23,-1.9,19,0,NA,90,13,NA,1024,NA
1/18/2023 17:00,20,2.8,32,0,NA,100,24.1,NA,1025,NA
1/18/2023 18:00,19,1.9,32,0,NA,100,25.9,NA,1026,NA
1/18/2023 19:00,16,2,39,0,NA,90,22.3,NA,1027,NA
1/18/2023 20:00,16.7,-0.1,32,0,NA,75,20.4,NA,1019.1,NA
1/18/2023 21:00,14,1.9,44,0,NA,60,18.4,NA,1028,NA
1/18/2023 22:00,13,1.9,47,0,NA,70,18.4,NA,1029,NA
1/18/2023 23:00,13.3,1,43,0,NA,54,13,NA,1019.9,NA
1/19/2023 0:00,12.5,1.2,46,0,NA,50,11.1,NA,1020,NA
1/19/2023 1:00,12.1,1.1,47,0,NA,52,9.3,NA,1019.8,NA
1/19/2023 2:00,11.3,1.5,51,0,NA,50,9.3,NA,1019.5,NA
1/19/2023 3:00,10.5,2.1,56,0,NA,48,9.3,NA,1019.3,NA
1/19/2023 4:00,9.7,1.8,58,0,NA,45,7.4,NA,1019.6,NA
1/19/2023 5:00,8,3.1,71,0,NA,80,7.6,NA,1027,NA
1/19/2023 6:00,9,3,66,0,NA,80,7.6,NA,1027,NA
1/19/2023 7:00,9,3,66,0,NA,50,5.4,NA,1028,NA
1/19/2023 8:00,12,3,54,0,NA,90,5.4,NA,1029,NA
1/19/2023 9:00,15,2.8,44,0,NA,80,11.2,NA,1029,NA
1/19/2023 10:00,16,2,39,0,NA,90,18.4,NA,1029,NA
1/19/2023 11:00,19,0.1,28,0,NA,110,22.3,NA,1028,NA
1/19/2023 12:00,22,-2,20,0,NA,80,18.4,NA,1028,NA
1/19/2023 13:00,21,-0.9,23,0,NA,110,18.4,NA,1026,NA
1/19/2023 14:00,22,-2,20,0,NA,130,25.9,NA,1025,NA
1/19/2023 15:00,22,-0.7,22,0,NA,100,22.3,NA,1025,NA
1/19/2023 16:00,21,-0.9,23,0,NA,120,22.3,NA,1025,NA
1/19/2023 17:00,20,-1.2,24,0,NA,120,22.3,NA,1025,NA
1/19/2023 18:00,19,-0.9,26,0,NA,100,22.3,NA,1026,NA
1/19/2023 19:00,16,-1.1,31,0,NA,80,22.3,NA,1027,NA
1/19/2023 20:00,15,0,36,0,NA,80,18.4,NA,1027,NA
1/19/2023 21:00,14,-0.8,36,0,NA,70,22.3,NA,1028,NA
1/19/2023 22:00,13,0.1,41,0,NA,70,22.3,NA,1029,NA
1/19/2023 23:00,13,0.1,41,0,NA,60,24.1,NA,1020.8,NA
1/20/2023 0:00,12,0.1,44,0,NA,60,22.3,NA,1020.5,NA
1/20/2023 1:00,11,0.1,47,0,NA,60,18.4,NA,1019.6,NA
1/20/2023 2:00,11,0.1,47,0,NA,60,9.4,NA,1019.1,NA
1/20/2023 3:00,10,0.1,50,0,NA,20,3.6,NA,1018.6,NA
1/20/2023 4:00,9,0.9,57,0,NA,30,3.6,NA,1018.6,NA
1/20/2023 5:00,8,0.9,61,0,NA,60,9.4,NA,1018.9,NA
1/20/2023 6:00,8,0.9,61,0,NA,80,11.2,NA,1019.5,NA
1/20/2023 7:00,10.2,0.8,52,0,NA,330,5.4,NA,1020.3,NA
1/20/2023 8:00,12,1.9,50,0,NA,80,18,NA,1020.6,NA
1/20/2023 9:00,14,3.2,48,0,NA,100,10.8,NA,1028.8,NA
1/20/2023 10:00,16,4.1,45,0,NA,100,14.8,NA,1019.8,NA
1/20/2023 11:00,18.3,1.7,33,0,NA,90,16.7,NA,1018.7,NA
1/20/2023 12:00,20.3,2.2,30,0,NA,100,10.8,NA,1027.2,NA
1/20/2023 13:00,21,0.8,26,0,NA,100,16.6,NA,1015.7,NA
1/20/2023 14:00,22,1.1,25,0,NA,170,14.8,NA,1014.5,NA
1/20/2023 15:00,22.6,0.4,23,0,NA,130,10.8,NA,1024.5,NA
1/20/2023 16:00,22,-0.1,23,0,NA,120,14.8,NA,1013.4,NA
1/20/2023 17:00,22,-0.7,22,0,NA,90,18.4,NA,1014.2,NA
1/20/2023 18:00,20.2,-1,24,0,NA,90,18,NA,1025.2,NA
1/20/2023 19:00,17,-1.2,29,0,NA,80,22.3,NA,1017.4,NA
1/20/2023 20:00,15,-1.1,33,0,NA,70,22.3,NA,1018.5,NA
1/20/2023 21:00,15,-1.1,33,0,NA,70,25.9,NA,1018.8,NA
1/20/2023 22:00,14,-9.3,19,0,NA,70,18.4,NA,1018.7,NA
1/20/2023 23:00,13.7,1.7,44,0,NA,62,13,NA,1018.5,NA
1/21/2023 0:00,13,-1,38,0,NA,60,18.4,NA,1018.3,NA
1/21/2023 1:00,13,-1,38,0,NA,60,18.4,NA,1018.3,NA
1/21/2023 2:00,11,-1.1,43,0,NA,70,11.2,NA,1017.5,NA
1/21/2023 3:00,11,1.8,53,0,NA,30,9.3,NA,1017.1,NA
1/21/2023 4:00,11,-1.1,43,0,NA,320,7.6,NA,1016.6,NA
1/21/2023 5:00,10,0.1,50,0,NA,330,7.6,NA,1016.9,NA
1/21/2023 6:00,9,-0.1,53,0,NA,0,0,NA,1017.3,NA
1/21/2023 7:00,11.3,1.8,52,0,NA,58,9.3,NA,1017.6,NA
1/21/2023 8:00,13.2,2.1,47,0,NA,71,13,NA,1018.4,NA
1/21/2023 9:00,16.6,-0.2,32,0,NA,80,18,NA,1027.3,NA
1/21/2023 10:00,17.1,2.3,37,0,NA,86,18.5,NA,1018.8,NA
1/21/2023 11:00,19.1,2,32,0,NA,94,18.5,NA,1017.4,NA
1/21/2023 12:00,20.8,0,25,0,NA,120,10.8,NA,1025.8,NA
1/21/2023 13:00,21.8,0.3,24,0,NA,101,20.4,NA,1014.4,NA
1/21/2023 14:00,22.3,0.7,24,0,NA,104,20.4,NA,1013.2,NA
1/21/2023 15:00,22.8,1.7,25,0,NA,150,10.8,NA,1023.3,NA
1/21/2023 16:00,23,3,27,0,NA,80,18.4,NA,1012.7,NA
1/21/2023 17:00,21,1.8,28,0,NA,80,25.9,NA,1013.9,NA
1/21/2023 18:00,22.8,1.7,25,0,NA,150,10.8,NA,1023.3,NA
1/21/2023 19:00,18.6,1.6,32,0,NA,85,22.2,NA,1016.2,NA
1/21/2023 20:00,15,4.1,48,0,NA,70,18.4,NA,1017.2,NA
1/21/2023 21:00,15,4.7,50,0,NA,70,18,NA,1026.4,NA
1/21/2023 22:00,15,2.8,44,0,NA,70,18.4,NA,1018.4,NA
1/21/2023 23:00,14,2.3,45,0,NA,64,14.8,NA,1018.3,NA
1/22/2023 0:00,13.8,3.6,50,0,NA,100,14.4,NA,1026.4,NA
1/22/2023 1:00,12.2,3.4,55,0,NA,58,11.1,NA,1017.8,NA
1/22/2023 2:00,11.5,3.3,57,0,NA,55,9.3,NA,1016.8,NA
1/22/2023 3:00,11,2.8,57,0,NA,70,7.2,NA,1024.3,NA
1/22/2023 4:00,10,3.1,62,0,NA,27,7.4,NA,1016.1,NA
1/22/2023 5:00,9.9,2.7,61,0,NA,1,5.5,NA,1016.6,NA
1/22/2023 6:00,10,3.3,63,0,NA,340,14.4,NA,1025,NA
1/22/2023 7:00,10,3.1,62,0,NA,53,9.3,NA,1017.9,NA
1/22/2023 8:00,12,3,54,0,NA,71,13,NA,1018.7,NA
1/22/2023 9:00,15.6,3.1,43,0,NA,80,14.4,NA,1027.6,NA
1/22/2023 10:00,18,4.2,40,0,NA,150,5.4,NA,1027,NA
1/22/2023 11:00,19,4,37,0,NA,30,1.8,NA,1026,NA
1/22/2023 12:00,21,3.7,32,0,NA,116,13,NA,1015.6,NA
1/22/2023 13:00,23,5,31,0,NA,100,7.6,NA,1024,NA
1/22/2023 14:00,22.6,3.7,29,0,NA,127,14.8,NA,1012.8,NA
1/22/2023 15:00,23.4,4.3,29,0,NA,136,14.8,NA,1011.8,NA
1/22/2023 16:00,23,5,31,0,NA,140,16.6,NA,1023,NA
1/22/2023 17:00,22.1,3.7,30,0,NA,110,20.4,NA,1012.4,NA
1/22/2023 18:00,21.4,4,32,0,NA,103,24.1,NA,1013.4,NA
1/22/2023 19:00,19,5.1,40,0,NA,90,18.4,NA,1015.5,NA
1/22/2023 20:00,18,4.5,41,0,NA,74,18.5,NA,1016.5,NA
1/22/2023 21:00,16,6.1,52,0,NA,60,18.4,NA,1017.2,NA
1/22/2023 22:00,15,6,55,0,NA,70,18.4,NA,1026,NA
1/22/2023 23:00,14,5.1,55,0,NA,70,11.2,NA,1026,NA
1/23/2023 0:00,14,5.1,55,0,NA,70,13,NA,1026,NA
1/23/2023 1:00,12,4.9,62,0,NA,90,7.6,NA,1026,NA
1/23/2023 2:00,12.6,5.3,61,0,NA,64,9.3,NA,1017.4,NA
1/23/2023 3:00,12,4,58,0,NA,90,7.6,NA,1025,NA
1/23/2023 4:00,12,4.9,62,0,NA,310,7.6,NA,1025,NA
1/23/2023 5:00,11,4.9,66,0,NA,310,3.6,NA,1025,NA
1/23/2023 6:00,10,5,71,0,NA,30,5.4,NA,1025,NA
1/23/2023 7:00,10,5,71,0,NA,70,5.4,NA,1026,NA
1/23/2023 8:00,11,4,62,0,NA,80,7.6,NA,1027,NA
1/23/2023 9:00,17,4,42,0,NA,70,14.8,NA,1027,NA
1/23/2023 10:00,18.1,5,42,0,NA,85,14.8,NA,1018.6,NA
1/23/2023 11:00,19,4,37,0,NA,110,18.4,NA,1027,NA
1/23/2023 12:00,20.7,4.3,34,0,NA,90,14.4,NA,1026.4,NA
1/23/2023 13:00,23,5,31,0,NA,110,9.4,NA,1025,NA
1/23/2023 14:00,23,4,29,0,NA,100,14.8,NA,1024,NA
1/23/2023 15:00,23.7,3.6,27,0,NA,130,14.4,NA,1023.7,NA
1/23/2023 16:00,25,1.8,22,0,NA,170,25.9,NA,1023,NA
1/23/2023 17:00,25,1.8,22,0,NA,120,22.3,NA,1023,NA
1/23/2023 18:00,22.4,3.5,29,0,NA,110,28.8,NA,1024,NA
1/23/2023 19:00,18,4.2,40,0,NA,90,18.4,NA,1025,NA
1/23/2023 20:00,17,5,45,0,NA,70,25.9,NA,1026,NA
1/23/2023 21:00,16,4.7,47,0,NA,70,25.2,NA,1026.4,NA
1/23/2023 22:00,14,5.1,55,0,NA,70,18.4,NA,1027,NA
1/23/2023 23:00,14.9,3.7,47,0,NA,57,13,NA,1017.9,NA
1/24/2023 0:00,12.1,4.3,59,0,NA,80,10.8,NA,1027,NA
1/24/2023 1:00,12,4.9,62,0,NA,50,7.6,NA,1026,NA
1/24/2023 2:00,11,4,62,0,NA,0,0,NA,1026,NA
1/24/2023 3:00,9.6,3.6,66,0,NA,0,0,NA,1026.1,NA
1/24/2023 4:00,10.9,4.1,63,0,NA,30,7.4,NA,1017.9,NA
1/24/2023 5:00,10.3,3.8,64,0,NA,12,7.4,NA,1018.2,NA
1/24/2023 6:00,9.7,3.4,65,0,NA,354,7.4,NA,1018.7,NA
1/24/2023 7:00,12,3.7,57,0,NA,49,9.3,NA,1019,NA
1/24/2023 8:00,14.1,4.1,51,0,NA,65,13,NA,1019.9,NA
1/24/2023 9:00,15.3,3.4,45,0,NA,180,7.2,NA,1028.7,NA
1/24/2023 10:00,19,4,37,0,NA,100,16.6,NA,1027,NA
1/24/2023 11:00,20,4.9,37,0,NA,130,14.8,NA,1027,NA
1/24/2023 12:00,22,3.1,29,0,NA,100,16.6,NA,1026,NA
1/24/2023 13:00,23,1.9,25,0,NA,90,14.8,NA,1025,NA
1/24/2023 14:00,23,0.7,23,0,NA,140,9.4,NA,1012.9,NA
1/24/2023 15:00,24.2,0.5,21,0,NA,120,36,NA,1023.4,NA
1/24/2023 16:00,24,2.7,25,0,NA,90,22.3,NA,1012.2,NA
1/24/2023 17:00,23,3,27,0,NA,90,25.9,NA,1012.8,NA
1/24/2023 18:00,21.2,-1.4,22,0,NA,100,36,NA,1024.4,NA
1/24/2023 19:00,18,-2.9,24,0,NA,80,22.3,NA,1015.9,NA
1/24/2023 20:00,18,-6,19,0,NA,70,20.5,NA,1017.1,NA
1/24/2023 21:00,17.5,-5.7,20,0,NA,60,39.6,NA,1026.5,NA
1/24/2023 22:00,16,-5.1,23,0,NA,70,18.4,NA,1018.2,NA
1/24/2023 23:00,14,1.9,44,0,NA,90,16.6,NA,1018,NA
1/25/2023 0:00,13.6,5.7,59,0,NA,60,21.6,NA,1027.3,NA
1/25/2023 1:00,13,4.9,58,0,NA,52,13,NA,1017.5,NA
1/25/2023 2:00,13,4.9,58,0,NA,40,16.6,NA,1016.9,NA
1/25/2023 3:00,13,0.7,43,0,NA,330,10.8,NA,1024.9,NA
1/25/2023 4:00,11,2,54,0,NA,310,3.6,NA,1016.5,NA
1/25/2023 5:00,10,1.1,54,0,NA,320,3.6,NA,1016.4,NA
1/25/2023 6:00,10,2.1,58,0,NA,20,5.4,NA,1016.8,NA
1/25/2023 7:00,11,1,50,0,NA,50,14.8,NA,1026,NA
1/25/2023 8:00,14.8,2.3,43,0,NA,57,11.1,NA,1017.7,NA
1/25/2023 9:00,17.6,5.2,44,0,NA,80,18,NA,1026.5,NA
1/25/2023 10:00,19,5.1,40,0,NA,90,18.4,NA,1026,NA
1/25/2023 11:00,21,4.1,33,0,NA,120,14.8,NA,1016.7,NA
1/25/2023 12:00,23,3,27,0,NA,160,14.8,NA,1015.3,NA
1/25/2023 13:00,24,1,22,0,NA,180,14.8,NA,1024,NA
1/25/2023 14:00,23.3,2.2,25,0,NA,116,14.8,NA,1011.8,NA
1/25/2023 15:00,25,-1,18,0,NA,110,11.2,NA,1022,NA
1/25/2023 16:00,25,-1,18,0,NA,80,11.2,NA,1022,NA
1/25/2023 17:00,24,1,22,0,NA,120,11.2,NA,1022,NA
1/25/2023 18:00,23,0.7,23,0,NA,100,18.4,NA,1023,NA
1/25/2023 19:00,19,1,30,0,NA,80,18.4,NA,1024,NA
1/25/2023 20:00,17,1.8,36,0,NA,70,18.4,NA,1025,NA
1/25/2023 21:00,17,1.8,36,0,NA,50,14.8,NA,1025,NA
1/25/2023 22:00,16.3,4,44,0,NA,57,14.8,NA,1015.8,NA
1/25/2023 23:00,15,-1.1,33,0,NA,50,7.6,NA,1025,NA
1/26/2023 0:00,14,-0.8,36,0,NA,80,11.2,NA,1025,NA
1/26/2023 1:00,14,-0.8,36,0,NA,90,7.6,NA,1024,NA
1/26/2023 2:00,13,-2.1,35,0,NA,0,0,NA,1024,NA
1/26/2023 3:00,12,-0.8,41,0,NA,0,0,NA,1023,NA
1/26/2023 4:00,11,-1.1,43,0,NA,20,7.6,NA,1023,NA
1/26/2023 5:00,11,-1.1,43,0,NA,20,11.2,NA,1014.7,NA
1/26/2023 6:00,11,-1.1,43,0,NA,350,11.2,NA,1024,NA
1/26/2023 7:00,12.5,3.7,55,0,NA,43,9.3,NA,1015.6,NA
1/26/2023 8:00,14.6,4.3,50,0,NA,62,11.1,NA,1016.3,NA
1/26/2023 9:00,16.6,1.1,35,0,NA,100,7.2,NA,1026,NA
1/26/2023 10:00,18,4.9,42,0,NA,100,16.6,NA,1026,NA
1/26/2023 11:00,21,4.9,35,0,NA,98,14.8,NA,1015.8,NA
1/26/2023 12:00,21,4.9,35,0,NA,111,14.8,NA,1014.6,NA
1/26/2023 13:00,23,5,31,0,NA,121,14.8,NA,1012.9,NA
1/26/2023 14:00,22.9,3.4,28,0,NA,129,14.8,NA,1011.7,NA
1/26/2023 15:00,23.6,6.4,33,0,NA,140,18,NA,1022.1,NA
1/26/2023 16:00,22.9,3.9,29,0,NA,121,18.5,NA,1010.7,NA
1/26/2023 17:00,21,6.1,38,0,NA,90,22.3,NA,1011.6,NA
1/26/2023 18:00,20.6,14.7,69,0,NA,100,18,NA,1023.5,NA
1/26/2023 19:00,19.4,11.9,62,0,NA,89,18.5,NA,1015.1,NA
1/26/2023 20:00,17,5,45,0,NA,60,22.3,NA,1025,NA
1/26/2023 21:00,16.6,6.1,50,0,NA,60,21.6,NA,1025.7,NA
1/26/2023 22:00,16,5,48,0,NA,70,18.4,NA,1026,NA
1/26/2023 23:00,15,4.1,48,0,NA,70,18.4,NA,1026,NA
1/27/2023 0:00,14.2,3,47,0,NA,70,18,NA,1025.8,NA
1/27/2023 1:00,13.8,4.1,52,0,NA,65,13,NA,1016.2,NA
1/27/2023 2:00,13.1,4.3,55,0,NA,67,11.1,NA,1016,NA
1/27/2023 3:00,11.8,5.4,65,0,NA,100,3.6,NA,1024.5,NA
1/27/2023 4:00,12,3,54,0,NA,310,3.6,NA,1024,NA
1/27/2023 5:00,11,4,62,0,NA,60,5.4,NA,1025,NA
1/27/2023 6:00,11,4.7,65,0,NA,50,7.2,NA,1025.5,NA
1/27/2023 7:00,12,8.1,77,0,NA,60,11,NA,1025,NA
1/27/2023 8:00,14.6,5.1,53,0,NA,66,13,NA,1017.5,NA
1/27/2023 9:00,17.4,4.4,42,0,NA,80,14.4,NA,1026.7,NA
1/27/2023 10:00,18.2,5.1,42,0,NA,82,14.8,NA,1017.6,NA
1/27/2023 11:00,20,7,43,0,NA,120,14.8,NA,1016.8,NA
1/27/2023 12:00,22.1,6.3,36,0,NA,100,10.8,NA,1025,NA
1/27/2023 13:00,24,7.2,34,0,NA,130,14.8,NA,1013.3,NA
1/27/2023 14:00,23,5.9,33,0,NA,150,14.8,NA,1011.9,NA
1/27/2023 15:00,24.4,5.2,29,0,NA,140,25.2,NA,1022.7,NA
1/27/2023 16:00,23.4,5.8,32,0,NA,146,14.8,NA,1010.9,NA
1/27/2023 17:00,22.9,5.8,33,0,NA,131,16.7,NA,1011.3,NA
1/27/2023 18:00,23.6,3.5,27,0,NA,150,28.8,NA,1023.7,NA
1/27/2023 19:00,21.7,3.8,31,0,NA,139,24.1,NA,1013.3,NA
1/27/2023 20:00,19.9,4.4,36,0,NA,108,18.5,NA,1014.9,NA
1/27/2023 21:00,17.4,5.7,46,0,NA,70,28.8,NA,1026,NA
1/27/2023 22:00,17.3,4.9,44,0,NA,56,11.1,NA,1016.2,NA
1/27/2023 23:00,16.5,5.4,48,0,NA,61,11.1,NA,1016.3,NA
1/28/2023 0:00,15.3,6.6,56,0,NA,70,18,NA,1025.9,NA
1/28/2023 1:00,14,7.1,63,0,NA,70,13,NA,1016.1,NA
1/28/2023 2:00,14,7.1,63,0,NA,80,16.6,NA,1016,NA
1/28/2023 3:00,12.2,6.9,70,0,NA,100,10.8,NA,1024.4,NA
1/28/2023 4:00,13.1,5.7,61,0,NA,79,9.3,NA,1015.7,NA
1/28/2023 5:00,12,7.1,72,0,NA,60,9.4,NA,1016.1,NA
1/28/2023 6:00,12.4,6.4,67,0,NA,90,10.8,NA,1024.9,NA
1/28/2023 7:00,13.5,6.1,61,0,NA,66,11.1,NA,1017.5,NA
1/28/2023 8:00,16,7,55,0,NA,60,11.2,NA,1026,NA
1/28/2023 9:00,17.4,6.6,49,0,NA,90,14.4,NA,1026.7,NA
1/28/2023 10:00,19,6.1,43,0,NA,110,9.4,NA,1026,NA
1/28/2023 11:00,20,6,40,0,NA,110,14.8,NA,1026,NA
1/28/2023 12:00,21.2,5.5,36,0,NA,140,18,NA,1025.5,NA
1/28/2023 13:00,23,5.9,33,0,NA,140,13,NA,1023,NA
1/28/2023 14:00,24,5.8,31,0,NA,90,7.6,NA,1023,NA
1/28/2023 15:00,23.8,6.1,32,0,NA,180,25.2,NA,1022.2,NA
1/28/2023 16:00,24,5.8,31,0,NA,100,14.8,NA,1022,NA
1/28/2023 17:00,24,5.8,31,0,NA,140,25.9,NA,1022,NA
1/28/2023 18:00,22,5,33,0,NA,90,9.4,NA,1023,NA
1/28/2023 19:00,19,6.1,43,0,NA,80,24.1,NA,1024,NA
1/28/2023 20:00,18.7,5.5,42,0,NA,76,18.5,NA,1015.8,NA
1/28/2023 21:00,17,7.1,52,0,NA,70,9.4,NA,1026,NA
1/28/2023 22:00,16,7,55,0,NA,60,18.4,NA,1026,NA
1/28/2023 23:00,15,8,63,0,NA,80,13,NA,1026,NA
1/29/2023 0:00,14.9,6.7,58,0,NA,69,13,NA,1017.2,NA
1/29/2023 1:00,15,8,63,0,NA,100,13,NA,1025,NA
1/29/2023 2:00,14,8,67,0,NA,80,14.8,NA,1024,NA
1/29/2023 3:00,14,8,67,0,NA,80,7.6,NA,1024,NA
1/29/2023 4:00,12,7.1,72,0,NA,90,5.4,NA,1024,NA
1/29/2023 5:00,12,7.9,76,0,NA,120,7.6,NA,1025,NA
1/29/2023 6:00,12,7.9,76,0,NA,70,3.6,NA,1025,NA
1/29/2023 7:00,23,7.1,36,0,NA,160,7.6,NA,1026,NA
1/29/2023 8:00,15,8,63,0,NA,110,5.4,NA,1026,NA
1/29/2023 9:00,17,7.1,52,0,NA,90,14.8,NA,1027,NA
1/29/2023 10:00,18,8,52,0,NA,80,16.6,NA,1027,NA
1/29/2023 11:00,19,7.1,46,0,NA,120,16.6,NA,1026,NA
1/29/2023 12:00,21,6.1,38,0,NA,140,14.8,NA,1025,NA
1/29/2023 13:00,21,6.9,40,0,NA,220,9.4,NA,1025,NA
1/29/2023 14:00,23,7.1,36,0,NA,220,9.4,NA,1025,NA
1/29/2023 15:00,23,7.1,36,0,NA,160,11.2,NA,1022,NA
1/29/2023 16:00,23.1,7.2,36,0,NA,134,14.8,NA,1010.7,NA
1/29/2023 17:00,23,5.9,33,0,NA,150,14.8,NA,1022,NA
1/29/2023 18:00,23,7.1,36,0,NA,130,18.4,NA,1023,NA
1/29/2023 19:00,19,7.1,46,0,NA,90,22.3,NA,1013.9,NA
1/29/2023 20:00,18,5.9,45,0,NA,70,18.4,NA,1015.5,NA
1/29/2023 21:00,17.7,8.5,55,0,NA,61,14.8,NA,1016.5,NA
1/29/2023 22:00,16,8,59,0,NA,80,13,NA,1016.6,NA
1/29/2023 23:00,16,8.5,61,0,NA,65,13,NA,1016.2,NA
1/30/2023 0:00,15.2,8.4,64,0,NA,68,11.1,NA,1016.5,NA
1/30/2023 1:00,14.4,7.2,62,0,NA,68,13,NA,1016.4,NA
1/30/2023 2:00,13.8,6.9,63,0,NA,67,11.1,NA,1016.1,NA
1/30/2023 3:00,14,5.9,58,0,NA,90,7.6,NA,1024,NA
1/30/2023 4:00,12,6.1,67,0,NA,60,7.6,NA,1024,NA
1/30/2023 5:00,12,6.1,67,0,NA,60,18.4,NA,1024,NA
1/30/2023 6:00,12.4,6.9,69,0,NA,100,3.6,NA,1025.4,NA
1/30/2023 7:00,13,7,67,0,NA,60,18.4,NA,1026,NA
1/30/2023 8:00,16,9,63,0,NA,70,11.2,NA,1027,NA
1/30/2023 9:00,17.6,8.7,56,0,NA,90,14.4,NA,1028.1,NA
1/30/2023 10:00,19,8,49,0,NA,110,18.4,NA,1027,NA
1/30/2023 11:00,19,8,49,0.2,NA,190,11.2,NA,1027,NA
1/30/2023 12:00,21,7.9,43,0,NA,70,11.2,NA,1016.6,NA
1/30/2023 13:00,23,5.9,33,0,NA,140,14.8,NA,1027,NA
1/30/2023 14:00,24,5.8,31,0.1,NA,130,14.8,NA,1024,NA
1/30/2023 15:00,24.9,6.1,30,0,NA,100,18,NA,1023.7,NA
1/30/2023 16:00,25,6.2,30,0,NA,140,16.6,NA,1011.5,NA
1/30/2023 17:00,25,5.2,28,0,NA,130,16.7,NA,1011.7,NA
1/30/2023 18:00,23.4,5.3,31,0,NA,140,25.2,NA,1024.2,NA
1/30/2023 19:00,20,6,40,0,NA,130,18.4,NA,1025,NA
1/30/2023 20:00,19,6.1,43,0,NA,80,18.4,NA,1026,NA
1/30/2023 21:00,17.2,8.3,56,0,NA,70,10.8,NA,1026.9,NA
1/30/2023 22:00,16,8,59,0,NA,60,14.8,NA,1027,NA
1/30/2023 23:00,16,9,63,0,NA,60,14.8,NA,1027,NA
1/31/2023 0:00,14.9,6.7,58,0,NA,60,10.8,NA,1026.8,NA
1/31/2023 1:00,15,8.9,67,0,NA,70,11.2,NA,1026,NA
1/31/2023 2:00,14,7.1,63,0,NA,360,3.6,NA,1026,NA
1/31/2023 3:00,12.6,6.8,68,0,NA,60,10.8,NA,1025.7,NA
1/31/2023 4:00,12,7.1,72,0,NA,350,3.6,NA,1025,NA
1/31/2023 5:00,12,6.5,69,0,NA,346,7.4,NA,1017,NA
1/31/2023 6:00,11.6,4.3,61,0,NA,320,7.2,NA,1026.5,NA
1/31/2023 7:00,13.4,6.5,63,0,NA,19,9.3,NA,1018,NA
1/31/2023 8:00,15.3,6.8,57,0,NA,47,9.3,NA,1018.7,NA
1/31/2023 9:00,17.8,7.5,51,0,NA,90,14.4,NA,1027.9,NA
1/31/2023 10:00,18.8,6.9,46,0,NA,92,11.1,NA,1018.4,NA
1/31/2023 11:00,21,6.9,40,0,NA,130,11.2,NA,1027,NA
1/31/2023 12:00,22.1,6.3,36,0,NA,136,11.1,NA,1015.9,NA
1/31/2023 13:00,25,4.2,26,0,NA,160,18.4,NA,1025,NA
1/31/2023 14:00,26,3.9,24,0,NA,120,14.8,NA,1024,NA
1/31/2023 15:00,26.2,1.5,20,0,NA,130,14.4,NA,1023.2,NA
1/31/2023 16:00,27,-2.8,14,0,NA,110,19,NA,1023,NA
1/31/2023 17:00,24,4.9,29,0,NA,120,26,NA,1024,NA
1/31/2023 18:00,24,8,36,0,NA,50,7.2,NA,1024,NA
1/31/2023 19:00,19,8,49,0,NA,90,22,NA,1025,NA
1/31/2023 20:00,18,9.1,56,0,NA,70,22,NA,1026,NA
1/31/2023 21:00,16.9,8.3,57,0,NA,70,36,NA,1026.6,NA
1/31/2023 22:00,15,8,63,0,NA,110,11,NA,1026,NA
1/31/2023 23:00,15,7.1,59,0,NA,40,18.4,NA,1027,NA
2/1/2023 0:00,15.3,5.8,53,0,NA,50,11.1,NA,1017.3,NA
2/1/2023 1:00,14,7.1,63,0,NA,310,7,NA,1026,NA
2/1/2023 2:00,12,6.1,67,0,NA,290,7.6,NA,1025,NA
2/1/2023 3:00,12,6.1,67,0,NA,330,7.6,NA,1025,NA
2/1/2023 4:00,12,6.1,67,0,NA,330,7.6,NA,1025,NA
2/1/2023 5:00,11.5,4.5,62,0,NA,335,7.4,NA,1016.2,NA
2/1/2023 6:00,11,3.8,61,0,NA,330,10.8,NA,1016.9,NA
2/1/2023 7:00,11,2,54,0,NA,330,7.6,NA,1026,NA
2/1/2023 8:00,15,2.8,44,0,NA,360,3.6,NA,1027,NA
2/1/2023 9:00,18.2,1.2,32,0,NA,100,7.2,NA,1028,NA
2/1/2023 10:00,21,1.8,28,0,NA,120,13,NA,1028,NA
2/1/2023 11:00,23,1.9,25,0,NA,210,3.6,NA,1028,NA
2/1/2023 12:00,23,0.7,23,0,NA,340,10.8,NA,1027,NA
2/1/2023 13:00,24,1,22,0,NA,200,11.2,NA,1026,NA
2/1/2023 14:00,26,1.3,20,0,NA,100,13,NA,1025,NA
2/1/2023 15:00,25.5,-3,15,0,NA,160,14.4,NA,1024.4,NA
2/1/2023 16:00,24.7,4.4,27,0,NA,140,14.8,NA,1011.8,NA
2/1/2023 17:00,24,4.9,29,0,NA,126,18.5,NA,1012.3,NA
2/1/2023 18:00,24,-1.8,18,0,NA,100,25.9,NA,1024,NA
2/1/2023 19:00,21.8,0.9,25,0,NA,99,18.5,NA,1016.4,NA
2/1/2023 20:00,19.9,0.8,28,0,NA,78,16.7,NA,1017.8,NA
2/1/2023 21:00,17.8,2.9,37,0,NA,70,21.6,NA,1027.5,NA
2/1/2023 22:00,16,4.1,45,0,NA,80,18.4,NA,1018.2,NA
2/1/2023 23:00,15,4.9,51,0,NA,100,11.2,NA,1027,NA
