cohort,AnalysisId,Site,partition,y
lowest-OCEC 800,166690,BRID1,train,0.3029871669448452
lowest-OCEC 800,166692,BRID1,train,0.3029871669448452
lowest-OCEC 800,86152,TRCR1,train,0.9130371532257888
lowest-OCEC 800,167029,BRID1,train,1.5071462827429247
lowest-OCEC 800,167416,SIME1,train,1.735116130985933
lowest-OCEC 800,167418,SIME1,train,1.735116130985933
lowest-OCEC 800,83823,CRLA1,train,0.9944586655404534
lowest-OCEC 800,165480,SIME1,train,0.3919825270007999
lowest-OCEC 800,84701,PRIS1,train,32.238861372803925
lowest-OCEC 800,167310,HAVO1,train,0.246934849779
lowest-OCEC 800,166335,OWVL1,train,0.974108946282912
lowest-OCEC 800,168466,LAVO1,train,0.1879627372345008
lowest-OCEC 800,167704,MOMO1,train,0.8860266569145023
lowest-OCEC 800,157592,SIME1,train,3.640888231377984
lowest-OCEC 800,155098,CRLA1,train,5.28405081235158
lowest-OCEC 800,84869,SNPA1,train,0.76401926255376
lowest-OCEC 800,165185,ACAD1,train,1.90490348208816
lowest-OCEC 800,86070,BLIS2,train,0.4751467397798687
lowest-OCEC 800,159189,SIME1,train,6.434611203905999
lowest-OCEC 800,168586,BOLA1,train,0.5590668704923727
lowest-OCEC 800,86175,SAPE1,train,1.500920840601
lowest-OCEC 800,158443,MAKA2,train,0.6076410543101375
lowest-OCEC 800,167419,SIME1,train,2.1540596423787366
lowest-OCEC 800,86085,BRID1,train,0.8978604867390816
lowest-OCEC 800,85395,WHIT1,train,3.6069127920198008
lowest-OCEC 800,85912,LYEB1,train,2.064929517433958
lowest-OCEC 800,167569,DOSO1,train,2.0709510763906223
lowest-OCEC 800,83822,CRLA1,train,0.5934620690377631
lowest-OCEC 800,163244,BYIS1,train,7.0671401751096
lowest-OCEC 800,168224,GRBA1,train,0.2420541416036966
lowest-OCEC 800,84574,CACR1,train,4.243867053494745
lowest-OCEC 800,166785,HACR1,train,1.6341119715255836
lowest-OCEC 800,162319,SIME1,train,2.224930946986109
lowest-OCEC 800,84871,SNPA1,train,1.5230209646125152
lowest-OCEC 800,168485,SIME1,train,2.393961393757262
lowest-OCEC 800,166407,MOZI1,train,2.3768881828733086
lowest-OCEC 800,158186,CRLA1,train,33.22434596728202
lowest-OCEC 800,158184,CRLA1,train,33.22434596728202
lowest-OCEC 800,86471,ULBE1,train,1.240918754045124
lowest-OCEC 800,166345,MELA1,train,2.8551085964167533
lowest-OCEC 800,165791,TRCR1,train,2.2360750131312
lowest-OCEC 800,165793,TRCR1,train,2.2360750131312
lowest-OCEC 800,85368,SAPE1,train,2.743627679726718
lowest-OCEC 800,168966,BLIS2,train,30.39607731405093
lowest-OCEC 800,159440,HACR1,train,0.1519118744778
lowest-OCEC 800,84640,NOAB1,train,1.6898615483716517
lowest-OCEC 800,155715,MAKA2,train,0.116077710071592
lowest-OCEC 800,85591,PEFO1,train,5.591633431181401
lowest-OCEC 800,164398,SIME1,train,0.3501439544219759
lowest-OCEC 800,161382,BIRM1,train,64.90786127058924
lowest-OCEC 800,166326,TRCR1,train,0.339921465786288
lowest-OCEC 800,166574,GUMO1,train,0.9788949466652592
lowest-OCEC 800,167323,TRCR1,train,1.7400953695888512
lowest-OCEC 800,169022,SIME1,train,2.493992836546631
lowest-OCEC 800,169020,SIME1,train,2.493992836546631
lowest-OCEC 800,84721,THRO1,train,1.3868658229060222
lowest-OCEC 800,161599,SAPE1,train,3.305011935280608
lowest-OCEC 800,154725,HACR1,train,1.0800255681533089
lowest-OCEC 800,86696,WHPA1,train,0.7641317637967104
lowest-OCEC 800,166532,BOLA1,train,0.3921585158434175
lowest-OCEC 800,166689,HAVO1,train,0.9741085393991183
lowest-OCEC 800,167217,BOLA1,train,0.4011262530885792
lowest-OCEC 800,168121,MOZI1,train,1.1920874073654386
lowest-OCEC 800,84899,CRLA1,train,3.122076140695512
lowest-OCEC 800,86069,BLIS2,train,0.3040704603939456
lowest-OCEC 800,84339,WEMI1,train,6.585999665521421
lowest-OCEC 800,167915,BIBE1,train,1.390871741106024
lowest-OCEC 800,167120,GRBA1,train,1.367857979486107
lowest-OCEC 800,86908,GRGU1,train,0.2469976279335936
lowest-OCEC 800,169006,HAVO1,train,2.7600501560309714
lowest-OCEC 800,85439,WHPA1,train,0.5388560501591424
lowest-OCEC 800,165892,MELA1,train,19.892108393197763
lowest-OCEC 800,167198,ORPI1,train,2.914888727151173
lowest-OCEC 800,164482,SHRO1,train,0.691016147712
lowest-OCEC 800,164712,HAVO1,train,1.5451267745601505
lowest-OCEC 800,82847,WEMI1,train,0.7364095641669631
lowest-OCEC 800,161744,HACR1,train,1.08290320474464
lowest-OCEC 800,164841,TRCR1,train,0.7561532252380319
lowest-OCEC 800,166519,CEBL1,train,3.3190251794910006
lowest-OCEC 800,167166,HACR1,train,0.826886434741704
lowest-OCEC 800,166452,HAVO1,train,1.1761422774370416
lowest-OCEC 800,164820,SIME1,train,0.565157942647805
lowest-OCEC 800,166327,TRCR1,train,4.882842183729341
lowest-OCEC 800,167417,SIME1,train,2.889973795081565
lowest-OCEC 800,155086,MAKA2,train,1.074988818625363
lowest-OCEC 800,164759,AGTI1,train,7.286847295668336
lowest-OCEC 800,160393,HAVO1,train,2.2810903616208384
lowest-OCEC 800,83611,GRGU1,train,0.7015855975323841
lowest-OCEC 800,164597,ATLA1,train,32.07108275535578
lowest-OCEC 800,166794,LAVO1,train,0.3548953740493439
lowest-OCEC 800,165207,PITT1,train,33.81997726026247
lowest-OCEC 800,86068,BLIS2,train,2.057909898492
lowest-OCEC 800,87028,GICL1,train,1.320897724679981
lowest-OCEC 800,84694,SHMI1,train,2.626917301183968
lowest-OCEC 800,164403,MOZI1,train,1.2940568295519193
lowest-OCEC 800,165891,MELA1,train,6.192073412016277
lowest-OCEC 800,85803,WHPE1,train,1.197986418864331
lowest-OCEC 800,160530,BIRM1,train,78.24792384576217
lowest-OCEC 800,164405,MOZI1,train,1.76803497783072
lowest-OCEC 800,168001,TRCR1,train,1.3359975432713136
lowest-OCEC 800,166395,JOSH1,train,1.805008272024874
lowest-OCEC 800,154783,WHPA1,train,0.4949251189979328
lowest-OCEC 800,85028,PEFO1,train,2.347839864955109
lowest-OCEC 800,165087,FRRE1,train,20.40689278170085
lowest-OCEC 800,164738,BIBE1,train,4.892117288307293
lowest-OCEC 800,166520,CEBL1,train,2.0390773345077022
lowest-OCEC 800,166052,HAVO1,train,3.164855886088344
lowest-OCEC 800,165479,SIME1,train,1.349005380125357
lowest-OCEC 800,165487,SIME1,train,1.349005380125357
lowest-OCEC 800,166371,THSI1,train,2.0840602325275155
lowest-OCEC 800,156975,MEVE1,train,13.023072951262533
lowest-OCEC 800,156981,MEVE1,train,13.023072951262533
lowest-OCEC 800,165417,GRBA1,train,2.038975578226594
lowest-OCEC 800,165667,TRCR1,train,2.2588690941139395
lowest-OCEC 800,165669,TRCR1,train,2.2588690941139395
lowest-OCEC 800,157418,HAVO1,train,0.28305166699584
lowest-OCEC 800,166376,CAPI1,train,1.06297388981964
lowest-OCEC 800,167676,MELA1,train,4.058090311099968
lowest-OCEC 800,85877,LYEB1,train,1.525152594062016
lowest-OCEC 800,86445,LOST1,train,2.1959063243441856
lowest-OCEC 800,167897,MORA1,train,1.6310209016405257
lowest-OCEC 800,158189,HAVO1,train,2.0133984773148272
lowest-OCEC 800,164466,HOOV1,train,3.118109837653166
lowest-OCEC 800,167254,MOZI1,train,0.984032046144
lowest-OCEC 800,164710,HAVO1,train,0.8271199381852836
lowest-OCEC 800,166026,GRBA1,train,1.4989240850895862
lowest-OCEC 800,164257,TRCR1,train,1.3041209628048385
lowest-OCEC 800,165272,BOAP1,train,11.250958070081904
lowest-OCEC 800,167186,CEBL1,train,9.227065087856198
lowest-OCEC 800,166775,REDW1,train,1.215907410580301
lowest-OCEC 800,161749,HACR1,train,1.3599739783421712
lowest-OCEC 800,161747,HACR1,train,1.3599739783421712
lowest-OCEC 800,86690,WHPA1,train,1.008152865318946
lowest-OCEC 800,166253,HOOV1,train,1.055842914599136
lowest-OCEC 800,86312,SACR1,train,9.7560505925316
lowest-OCEC 800,85224,FOPE1,train,0.797870690930592
lowest-OCEC 800,167370,HOOV1,train,0.5619845852085023
lowest-OCEC 800,166348,MELA1,train,7.53585352909701
lowest-OCEC 800,166625,GUMO1,train,3.5869291556520237
lowest-OCEC 800,83613,GICL1,train,2.843483244239333
lowest-OCEC 800,162378,KPBO1,train,2.7898986963536636
lowest-OCEC 800,85806,WHPE1,train,1.3809222386519615
lowest-OCEC 800,166649,HACR1,train,0.2848571411633791
lowest-OCEC 800,86433,HOOV1,train,1.112858941425667
lowest-OCEC 800,161229,FCPC1,train,3.1539787081463055
lowest-OCEC 800,167308,HAVO1,train,0.6590839966450561
lowest-OCEC 800,166930,GLAC1,train,1.8460984436442145
lowest-OCEC 800,86769,PEFO1,train,6.965054376138894
lowest-OCEC 800,85657,TRCR1,train,0.3328400152654416
lowest-OCEC 800,84751,BIRM1,train,59.47264653717735
lowest-OCEC 800,167710,THSI1,train,1.0329329111146128
lowest-OCEC 800,159436,HAVO1,train,0.491865660906048
lowest-OCEC 800,166402,MOZI1,train,2.692084101522192
lowest-OCEC 800,165254,BRIS1,train,11.9690184008736
lowest-OCEC 800,165216,HACR1,train,0.6459568664637311
lowest-OCEC 800,84898,CRLA1,train,3.2578379479792945
lowest-OCEC 800,167391,OWVL1,train,0.7369759508744881
lowest-OCEC 800,169001,HAVO1,train,0.7839842192291807
lowest-OCEC 800,160910,FRRE1,train,22.063117961434887
lowest-OCEC 800,166481,BRID1,train,1.2211592675656546
lowest-OCEC 800,155100,MAKA2,train,0.2349756437304671
lowest-OCEC 800,168900,JOSH1,train,2.8148871752501763
lowest-OCEC 800,167251,MOZI1,train,0.6970429689201793
lowest-OCEC 800,165197,MELA1,train,6.9569524998073256
lowest-OCEC 800,162362,KPBO1,train,2.456087441278464
lowest-OCEC 800,162370,KPBO1,train,2.456087441278464
lowest-OCEC 800,84731,BADL1,train,2.898031364738611
lowest-OCEC 800,164714,GUMO1,train,7.048089362661969
lowest-OCEC 800,160933,JARI1,train,3.640856512953946
lowest-OCEC 800,168032,SIME1,train,6.8191371731123285
lowest-OCEC 800,160297,NOGA1,train,28.042027306282456
lowest-OCEC 800,164709,HAVO1,train,0.7579607946585696
lowest-OCEC 800,160932,GRRI1,train,3.036003303557664
lowest-OCEC 800,166716,ORPI1,train,4.758989031939239
lowest-OCEC 800,166718,ORPI1,train,4.758989031939239
lowest-OCEC 800,166399,JOSH1,train,1.5389674731311886
lowest-OCEC 800,166543,CHIR1,train,2.3629056863151168
lowest-OCEC 800,166439,BOAP1,train,2.9200264611493245
lowest-OCEC 800,169279,BIRM1,train,79.87107885494872
lowest-OCEC 800,159802,PITT1,train,18.838103280808824
lowest-OCEC 800,166086,THSI1,train,0.9159025197726718
lowest-OCEC 800,165234,EGBE1,train,9.592943193032458
lowest-OCEC 800,167131,REDW1,train,0.5251475134309327
lowest-OCEC 800,166441,BOAP1,train,2.936871720204048
lowest-OCEC 800,166506,BIRM1,train,39.31189932190458
lowest-OCEC 800,86417,LOST1,train,6.741875203618866
lowest-OCEC 800,85223,FOPE1,train,1.9429852219013524
lowest-OCEC 800,167185,CEBL1,train,1.1549067921116352
lowest-OCEC 800,165914,MOZI1,train,2.218137345501466
lowest-OCEC 800,85030,PEFO1,train,6.574005178221226
lowest-OCEC 800,168419,BRID1,train,1.3308592441352831
lowest-OCEC 800,167799,BRID1,train,4.011943816667923
lowest-OCEC 800,165077,GLAC1,train,9.576852858189
lowest-OCEC 800,84497,BADL1,train,2.06113029023601
lowest-OCEC 800,167843,GUMO1,train,2.2929994071404787
lowest-OCEC 800,164136,BLIS2,train,1.1151038199788783
lowest-OCEC 800,167887,HAVO1,train,1.9960940249396353
lowest-OCEC 800,164650,CAPI1,train,2.141968418466192
lowest-OCEC 800,85267,NOCA1,train,0.5689014132352319
lowest-OCEC 800,168011,FRRE1,train,6.82415747312904
lowest-OCEC 800,165509,SAWE1,train,4.203954375349992
lowest-OCEC 800,86760,VILA1,train,2.427973700408093
lowest-OCEC 800,84750,BIRM1,train,58.5754344449937
lowest-OCEC 800,166356,ATLA1,train,15.57204720910969
lowest-OCEC 800,168691,MOMO1,train,2.2370722435511214
lowest-OCEC 800,84878,SAGU1,train,7.663057220695695
lowest-OCEC 800,84880,SAGU1,train,7.663057220695695
lowest-OCEC 800,167711,THSI1,train,1.950925374750989
lowest-OCEC 800,164933,ATLA1,train,20.5350321342672
lowest-OCEC 800,164936,ATLA1,train,20.5350321342672
lowest-OCEC 800,166016,TRCR1,train,0.931901900877317
lowest-OCEC 800,165204,MOMO1,train,3.2130582478240894
lowest-OCEC 800,83847,PASA1,train,1.49656560421212
lowest-OCEC 800,158761,HACR1,train,1.070584014705624
lowest-OCEC 800,155238,LABE1,train,8.880864186071433
lowest-OCEC 800,166708,SAWE1,train,6.033982330753112
lowest-OCEC 800,165707,HACR1,train,3.568069380275323
lowest-OCEC 800,157414,HAVO1,train,0.7038935614512
lowest-OCEC 800,165061,PUSO1,train,31.15193109585761
lowest-OCEC 800,166688,HAVO1,train,0.322112674141344
lowest-OCEC 800,83771,CABI1,train,2.257354876564973
lowest-OCEC 800,86691,WHPA1,train,1.287067844203143
lowest-OCEC 800,84766,BIRM1,train,65.59292805129452
lowest-OCEC 800,84773,SAWE1,train,18.46114282435519
lowest-OCEC 800,165677,DENA1,train,1.165927235204563
lowest-OCEC 800,167347,LAVO1,train,0.1621411870848193
lowest-OCEC 800,165271,BOAP1,train,5.534101525184481
lowest-OCEC 800,84819,ROMO1,train,1.8808464583046016
lowest-OCEC 800,84821,ROMO1,train,1.8808464583046016
lowest-OCEC 800,167033,OWVL1,train,3.690007488899424
lowest-OCEC 800,84645,MORA1,train,4.190111298986343
lowest-OCEC 800,165999,KALM1,train,0.8508816656008706
lowest-OCEC 800,84803,MELA1,train,1.838009442066048
lowest-OCEC 800,84881,SAGU1,train,8.279842652838619
lowest-OCEC 800,184550,ATLA1,train,9.726140599311629
lowest-OCEC 800,164717,GUMO1,train,4.875093536888736
lowest-OCEC 800,157867,PUSO1,train,26.30742693924684
lowest-OCEC 800,165200,MOMO1,train,4.687909052511024
lowest-OCEC 800,166648,HACR1,train,1.2459231445854242
lowest-OCEC 800,162274,NOGA1,train,38.6511258355416
lowest-OCEC 800,166764,GUMO1,train,8.007841620559441
lowest-OCEC 800,164357,PITT1,train,33.698147533083265
lowest-OCEC 800,162458,LOST1,train,6.9208458178896
lowest-OCEC 800,160587,TRCR1,train,4.442866430502124
lowest-OCEC 800,168095,MAVI1,train,1.75111744972824
lowest-OCEC 800,165709,HACR1,train,0.8551524881046673
lowest-OCEC 800,164700,BIRM1,train,29.32411797853954
lowest-OCEC 800,167018,JOSH1,train,1.8491381563158
lowest-OCEC 800,167172,QUCI1,train,10.268017157645852
lowest-OCEC 800,84617,WHIT1,train,3.0460412451757826
lowest-OCEC 800,166113,MAVI1,train,2.7448976404031757
lowest-OCEC 800,84870,SNPA1,train,1.886974576443792
lowest-OCEC 800,166639,BRIS1,train,10.89293983855154
lowest-OCEC 800,85796,WHPE1,train,2.214933079216992
lowest-OCEC 800,85031,PEFO1,train,6.856967898321234
lowest-OCEC 800,85562,TRCR1,train,0.0919708809205104
lowest-OCEC 800,85695,GRSM1,train,16.033865091916898
lowest-OCEC 800,86436,HOOV1,train,2.3269872685893125
lowest-OCEC 800,158190,HAVO1,train,2.2855572542292477
lowest-OCEC 800,84828,WHIT1,train,2.4618410870592244
lowest-OCEC 800,167841,GUMO1,train,6.656887023700823
lowest-OCEC 800,85029,PEFO1,train,4.768840159385241
lowest-OCEC 800,83810,SNPA1,train,3.137497743897
lowest-OCEC 800,162368,PEFO1,train,4.865870983203072
lowest-OCEC 800,166301,SHEN1,train,2.284848706763621
lowest-OCEC 800,164818,SIME1,train,1.8201079788902497
lowest-OCEC 800,166624,GUMO1,train,6.090087733854509
lowest-OCEC 800,87923,BYIS1,train,35.67612200888601
lowest-OCEC 800,164665,QUCI1,train,10.473082738573256
lowest-OCEC 800,166442,BOAP1,train,1.4319652636279585
lowest-OCEC 800,168990,BRID1,train,2.096897921047632
lowest-OCEC 800,165081,AGTI1,train,4.186054259776454
lowest-OCEC 800,166093,BIRM1,train,38.498962186108706
lowest-OCEC 800,166299,SHEN1,train,2.949057773574912
lowest-OCEC 800,166392,DENA1,train,0.7289721584885375
lowest-OCEC 800,83797,FOPE1,train,6.434358209419795
lowest-OCEC 800,159015,MEVE1,train,8.097404955698709
lowest-OCEC 800,159040,MEVE1,train,8.097404955698709
lowest-OCEC 800,168328,BOLA1,train,1.294913475146722
lowest-OCEC 800,163354,HAVO1,train,1.4188374264763297
lowest-OCEC 800,84882,SAGU1,train,6.5399156351841885
lowest-OCEC 800,84719,THRO1,train,1.876928682479112
lowest-OCEC 800,164421,EVER1,train,9.542897993792591
lowest-OCEC 800,164601,ORPI1,train,7.612077900031821
lowest-OCEC 800,156768,BRIS1,train,2.19092772351564
lowest-OCEC 800,168702,GRRI1,train,2.7468548425017216
lowest-OCEC 800,167658,LYEB1,train,3.2660368406566853
lowest-OCEC 800,165936,PITT1,train,16.318013245016253
lowest-OCEC 800,167521,GRRI1,train,2.3610312686075035
lowest-OCEC 800,159801,PITT1,train,16.294119980390466
lowest-OCEC 800,159849,PITT1,train,16.294119980390466
lowest-OCEC 800,165268,BOAP1,train,2.518961447580992
lowest-OCEC 800,166577,QUCI1,train,7.428039806315576
lowest-OCEC 800,164352,PITT1,train,31.440914779912056
lowest-OCEC 800,158818,BIRM1,train,16.40259481554616
lowest-OCEC 800,162263,MEVE1,train,1.5248599542506305
lowest-OCEC 800,162261,MEVE1,train,1.5248599542506305
lowest-OCEC 800,85450,NEBR1,train,1.2670535050026048
lowest-OCEC 800,161379,NOGA1,train,30.796837705777424
lowest-OCEC 800,161381,NOGA1,train,30.796837705777424
lowest-OCEC 800,164853,CAPI1,train,4.315145845714359
lowest-OCEC 800,164989,CAPI1,train,4.315145845714359
lowest-OCEC 800,85225,FOPE1,train,1.6119126087646554
lowest-OCEC 800,160371,QUCI1,train,9.365943453590017
lowest-OCEC 800,85040,ATLA1,train,36.98903776624569
lowest-OCEC 800,165088,FRRE1,train,11.279086912293469
lowest-OCEC 800,85748,PINN1,train,11.587922762461286
lowest-OCEC 800,167787,CABI1,train,0.9381614498801998
lowest-OCEC 800,167657,LYEB1,train,2.4169686342168295
lowest-OCEC 800,165483,GUMO1,train,0.8121386511625871
lowest-OCEC 800,84875,WHIT1,train,1.57301383388578
lowest-OCEC 800,168469,MELA1,train,2.964099832523136
lowest-OCEC 800,166803,MOMO1,train,1.702858126641235
lowest-OCEC 800,167117,GRBA1,train,0.7659250203805715
lowest-OCEC 800,84925,BIRM1,train,55.11088144916721
lowest-OCEC 800,164670,CEBL1,train,3.017012515053264
lowest-OCEC 800,166400,JOSH1,train,3.2380521669576
lowest-OCEC 800,161221,EVER1,train,4.679119347702085
lowest-OCEC 800,157591,SIME1,train,3.996945641345069
lowest-OCEC 800,83843,PACK1,train,1.67354605893816
lowest-OCEC 800,84868,SNPA1,train,2.971056995988782
lowest-OCEC 800,167800,BRID1,train,0.9101167336943856
lowest-OCEC 800,166315,PITT1,train,15.781130768318082
lowest-OCEC 800,85868,BOAP1,train,16.984010307922198
lowest-OCEC 800,86694,WHPA1,train,1.8520220340709488
lowest-OCEC 800,165513,SAWE1,train,16.31600104759206
lowest-OCEC 800,164548,TONT1,train,2.19792213497088
lowest-OCEC 800,164459,DOSO1,train,4.127015601608026
lowest-OCEC 800,158039,BRIS1,train,2.466397283968282
lowest-OCEC 800,168255,BRID1,train,1.600081761420419
lowest-OCEC 800,165058,PUSO1,train,21.6529300973141
lowest-OCEC 800,167211,BIBE1,train,4.208076865127923
lowest-OCEC 800,164210,BOAP1,train,3.0889220375208386
lowest-OCEC 800,164208,BOAP1,train,3.0889220375208386
lowest-OCEC 800,165269,BOAP1,train,3.723108731577504
lowest-OCEC 800,85041,ATLA1,train,35.8279693539207
lowest-OCEC 800,165298,VILA1,train,9.389938981795156
lowest-OCEC 800,167881,HAVO1,train,1.0359349579381965
lowest-OCEC 800,166504,BIRM1,train,17.025011665502007
lowest-OCEC 800,167958,BOAP1,train,2.8261386853120514
lowest-OCEC 800,162275,NOGA1,train,48.47299018506782
lowest-OCEC 800,167068,BIRM1,train,15.405954494668917
lowest-OCEC 800,84858,LASU2,train,12.301036519207722
lowest-OCEC 800,168560,BOAP1,train,3.1258556654376957
lowest-OCEC 800,160192,STIL1,train,18.894884530896
lowest-OCEC 800,157028,BIRM1,train,59.89600142123654
lowest-OCEC 800,160518,ATLA1,train,31.555147926096435
lowest-OCEC 800,164756,AGTI1,train,2.683023436164614
lowest-OCEC 800,166998,TALL1,train,3.4791491169296354
lowest-OCEC 800,158779,SIME1,train,3.76642336386852
lowest-OCEC 800,165174,SHEN1,train,10.474995229328306
lowest-OCEC 800,161237,PITT1,train,25.31287960701005
lowest-OCEC 800,161649,ATLA1,train,36.887158786110795
lowest-OCEC 800,85070,GICL1,train,2.00185092418693
lowest-OCEC 800,158820,BIRM1,train,38.06038129964399
lowest-OCEC 800,86104,CRLA1,train,0.5578603453584865
lowest-OCEC 800,167325,TRCR1,train,1.5349287700296002
lowest-OCEC 800,86437,HOOV1,train,1.3919924361742273
lowest-OCEC 800,86420,LOST1,train,3.3958402255832834
lowest-OCEC 800,161389,BIRM1,train,82.0179283354154
lowest-OCEC 800,161387,BIRM1,train,82.0179283354154
lowest-OCEC 800,162318,SIME1,train,1.7659145844309456
lowest-OCEC 800,155810,SIME1,train,5.143877964572977
lowest-OCEC 800,168811,MELA1,train,3.61389166079531
lowest-OCEC 800,86418,LOST1,train,4.444074268301377
lowest-OCEC 800,167895,MORA1,train,2.0640061843830724
lowest-OCEC 800,88043,PUSO1,train,20.03689032923984
lowest-OCEC 800,165865,ATLA1,train,26.33608259982877
lowest-OCEC 800,84776,SAWE1,train,9.62293107845088
lowest-OCEC 800,164275,SAWE1,train,5.121938442137631
lowest-OCEC 800,164277,SAWE1,train,5.121938442137631
lowest-OCEC 800,166502,GRBA1,train,0.8121135297572639
lowest-OCEC 800,166185,FRRE1,train,9.15987959977297
lowest-OCEC 800,166269,LYEB1,train,5.138960461573609
lowest-OCEC 800,82538,SWAN1,train,9.955571827476067
lowest-OCEC 800,158120,BRIS1,train,4.5484264822884475
lowest-OCEC 800,164603,ORPI1,train,2.998974880027814
lowest-OCEC 800,166691,BRID1,train,1.6138563074910144
lowest-OCEC 800,156298,BRIS1,train,8.207049767122513
lowest-OCEC 800,163243,BYIS1,train,19.80988795046156
lowest-OCEC 800,85444,BIRM1,train,23.90206404647422
lowest-OCEC 800,84653,BOWA1,train,2.4081465081564
lowest-OCEC 800,158192,HAVO1,train,0.9943731677243952
lowest-OCEC 800,167049,MORA1,train,3.2118533467861674
lowest-OCEC 800,167004,TONT1,train,2.935070883570672
lowest-OCEC 800,165912,MOZI1,train,0.4801311062934256
lowest-OCEC 800,84800,MELA1,train,5.384049958683001
lowest-OCEC 800,165208,PITT1,train,19.10907673234465
lowest-OCEC 800,160535,BRCA1,train,5.76212075097886
lowest-OCEC 800,85782,BALD1,train,4.306091093342352
lowest-OCEC 800,85190,BIRM1,train,24.380488864125045
lowest-OCEC 800,164817,SAWE1,train,7.057983969864605
lowest-OCEC 800,84774,SAWE1,train,10.02884009191632
lowest-OCEC 800,161590,HAVO1,train,2.051930412979272
lowest-OCEC 800,166925,BRIS1,train,9.997943151633438
lowest-OCEC 800,160563,PACK1,train,2.184945492580532
lowest-OCEC 800,164741,BIBE1,train,4.636021530690317
lowest-OCEC 800,166336,OWVL1,train,4.973922712514088
lowest-OCEC 800,165210,PITT1,train,14.79301484721712
lowest-OCEC 800,84746,CAPI1,train,4.061068276102158
lowest-OCEC 800,169278,BIRM1,train,42.469159589346965
lowest-OCEC 800,168252,BRID1,train,1.4850680346781775
lowest-OCEC 800,165175,SHEN1,train,8.057893035389373
lowest-OCEC 800,158781,SIME1,train,2.7586174805176453
lowest-OCEC 800,165485,GUMO1,train,6.221968441924595
lowest-OCEC 800,168056,MOMO1,train,4.57902030421372
lowest-OCEC 800,164214,GUMO1,train,4.822952596143964
lowest-OCEC 800,166586,TONT1,train,2.145992733119664
lowest-OCEC 800,84465,ORPI1,train,3.5369585345163315
lowest-OCEC 800,82846,WEMI1,train,3.624587172973368
lowest-OCEC 800,165897,PUSO1,train,14.050870503394854
lowest-OCEC 800,86053,FRRE1,train,6.972866483246195
lowest-OCEC 800,85862,BOAP1,train,11.6489848206132
lowest-OCEC 800,160409,SIME1,train,1.822914955704921
lowest-OCEC 800,165861,ATLA1,train,17.068047849173347
lowest-OCEC 800,165817,BOND1,train,3.960960670296
lowest-OCEC 800,166379,CAPI1,train,1.597848826352688
lowest-OCEC 800,86744,EVER1,train,14.273080763888904
lowest-OCEC 800,160755,PITT1,train,11.49200950985604
lowest-OCEC 800,166917,GLAC1,train,1.9110248399455632
lowest-OCEC 800,164680,CHIR1,train,9.347150686224486
lowest-OCEC 800,84407,FOCO2,train,5.168881126511559
lowest-OCEC 800,167087,BOAP1,train,2.3851454745332017
lowest-OCEC 800,158101,QUCI1,train,17.061555422990132
